version,number of symbols,added symbols,removed symbols
1.6.3,34,1,0
1.6.2,33,2,0
1.6.0,31,0,0
1.5.1,31,28,19
1.3.0,22,0,0
1.2.5,22,0,0
1.2.1,22,0,0
1.1.1,22,0,0
1.1.0,22,1,0
1.0.0,21,6,9
0.18.0,24,,
