version,number of symbols,added symbols,removed symbols
6.0.20200601095207,396,0,0
6.0.20200523200656,396,29,8
5.0.20200416112825,375,1,0
5.0.20200220195218,374,2,0
5.0.20200122085940,372,0,0
4.5.20191229160203,372,94,31
4.1.20190305210046,309,7,3
4.0.20190130225346,305,,
