version,number of symbols,added symbols,removed symbols
2.0.0,1004,2,0
1.1.0,1002,6,0
1.0.7,996,10,0
1.0.3,986,9,61
1.0.2,1038,382,70
0.2.0,726,89,45
0.1.2,682,0,0
0.1.1,682,6,0
0.1.0,676,,
