version,number of symbols,added symbols,removed symbols
1.10.1,217,1,0
1.10.0,216,20,67
1.9.4,263,2,0
1.9.1,261,0,2
1.9.0,263,4,0
1.8.1,259,62,13
0.5.2,210,2,3
0.3.0,211,,
