version,number of symbols,added symbols,removed symbols
5.3.4,382,4,4
5.2.3,382,0,0
5.2.0,382,22,0
5.1.0,360,1,0
5.0.0,359,28,4
4.4.0,335,2,0
4.2.2,333,,
