version,number of symbols,added symbols,removed symbols
3.16.3,2,0,0
3.16.2,2,0,0
3.14.16,2,0,0
3.14.15,2,0,0
3.12.0,2,0,0
3.10.8,2,0,0
3.10.7,2,0,0
3.10.4,2,0,0
3.10.3,2,0,0
3.10.2,2,0,0
3.10.0,2,0,0
3.8.2,2,0,0
3.8.0,2,0,0
3.6.3,2,0,0
3.4.14,2,0,0
3.4.9,2,0,0
3.4.8,2,0,0
3.4.7,2,,
