version,number of symbols,added symbols,removed symbols
0.9.3,513,69,17
0.8.7,461,1,0
0.8.4,460,18,0
0.8.2,442,0,0
0.8.1,442,22,4
0.7.1,424,22,63
0.6.2,465,,
