version,number of symbols,added symbols,removed symbols
1.7.2,711,1,2
1.7.1,712,41,10
1.6.1,681,22,1
1.5.1,660,22,2
1.4,640,25,48
1.2,663,238,85
0.32.1,510,13,3
0.30,500,69,1
0.25,432,51,1
0.20.1,382,1,0
0.20,381,,
