version,number of symbols,added symbols,removed symbols
0.14.0,13,0,0
0.13.4,13,1,0
0.13.1,12,2,1
0.12.4,11,0,0
0.12.3,11,0,0
0.11.3,11,5,0
0.11.1,6,0,0
0.11.0,6,0,0
0.9.1,6,5,0
0.7.8,1,0,0
0.7.7,1,0,5
0.7.6,6,1,0
0.7.0,5,,
