version,number of symbols,added symbols,removed symbols
1.1.3,921,2,6
1.1.2,925,2,0
1.1.1,923,0,0
1.1.0,923,43,1
1.0.8,881,77,8
1.0.6,812,17,1
1.0.3,796,0,0
1.0.2,796,9,1
0.9.5,788,3,0
0.9.4,785,98,24
0.9.3,711,73,31
0.8.6,669,24,1
0.8.5,646,551,362
0.6.6,457,,
