version,number of symbols,added symbols,removed symbols
2.0.0,92,47,315
1.5.2,360,1,0
1.5.1,359,1,0
1.5.0,358,20,6
1.4.9,344,2,0
1.4.6,342,2,3
1.4.5,343,3,4
1.4.4,344,6,1
1.4.3,339,27,0
1.4.2,312,105,49
1.3.10,256,13,17
1.3.8,260,82,46
1.3.3,224,87,36
1.2,173,,
