version,number of symbols,added symbols,removed symbols
0.3.0,53,7,3
0.2.11,49,0,0
0.2.10,49,0,0
0.2.9,49,0,0
0.2.8,49,1,0
0.2.6,48,12,4
0.2.1,40,,
