version,number of symbols,added symbols,removed symbols
0.9.3,214,10,1
0.9.1,205,2,0
0.9.0,203,3,0
0.8.7,200,15,1
0.8.5,186,167,0
0.8.4,19,0,0
0.8.3,19,0,0
0.8.2,19,0,0
0.8.1,19,8,10
0.8.0,21,,
