version,number of symbols,added symbols,removed symbols
1.16,2187,51,23
1.15,2159,3,24
1.14,2180,1370,2
1.13,812,106,880
1.13rc1,1586,41,35
1.12,1580,1,1
1.12rc1,1580,86,58
1.10rc1,1552,30,37
1.9,1559,4,0
1.9rc1,1555,178,106
1.8,1483,28,0
1.8rc1,1455,,
