version,number of symbols,added symbols,removed symbols
0.4.0,20,0,0
0.3.9,20,1,0
0.3.8,19,3,4
0.3.6,20,0,0
0.3.5,20,0,10
0.3.1,30,0,0
0.3.0,30,0,0
0.2.8,30,0,0
0.2.7,30,1,0
0.2.3,29,0,0
0.2.2,29,0,0
0.1.9,29,,
