version,number of symbols,added symbols,removed symbols
2.0.3,873,1,0
2.0.0,872,51,68
1.5.0,889,11,2
1.3.0,880,26,2
0.9.2,856,2,0
0.9.1,854,20,2
0.8.0,836,88,14
0.7.2,762,0,0
0.7.1,762,230,58
0.5.1,590,4,0
0.4.2,586,10,68
0.4.0,644,2,0
0.3.2,642,47,60
0.1.9,655,109,21
0.1.5,567,36,5
0.1.3,536,,
