version,number of symbols,added symbols,removed symbols
0.12.3,199,7,5
0.12.2,197,4,0
0.12.1,193,25,5
0.11.3,173,29,2
0.8.3,146,10,8
0.5.1,144,42,22
0.3.24,124,0,0
0.3.20,124,2,0
0.3.18,122,16,0
0.3.12,106,,
