version,number of symbols,added symbols,removed symbols
6.3.0,721,0,1
6.2.4,722,9,0
6.1.0,713,35,20
6.0.0,698,25,3
5.2.0,676,4,0
5.1.1,672,69,3
5.0.1,606,,
