version,number of symbols,added symbols,removed symbols
3.2.0,169,1,0
3.1.0,168,45,56
3.0.2,179,18,6
2.3.0,167,0,0
2.2.0,167,21,23
2.0.2,169,6,1
2.0.0,164,43,32
1.5.5,153,18,2
1.3.0,137,,
