version,number of symbols,added symbols,removed symbols
5.8.0,1164,353,243
5.4.8,1054,14,4
5.4.7,1044,18,13
5.4.6,1039,1,1
5.4.4,1039,319,83
5.1.3,803,27,8
5.0.1,784,,
