version,number of symbols,added symbols,removed symbols
2.0.0,1146,74,1527
1.0.0,2599,364,85
0.17.1,2320,487,64
0.15.1,1897,236,28
0.14.1,1689,1226,83
0.5.0.pre,546,44,19
0.4.1,521,172,137
0.3.0,486,,
