version,number of symbols,added symbols,removed symbols
1.11.0,402,97,3
1.8.0,308,2,0
1.7.0,306,11,0
1.5.2,295,4,1
1.5.0,292,15,11
1.3.1,288,26,13
1.2.1,275,21,60
1.1.0,314,42,21
0.3.5,293,10,0
0.3.3,283,55,29
0.2.0,257,,
