version,number of symbols,added symbols,removed symbols
3.0.2,1050,342,521
2.8.13,1229,54,16
2.8.6,1191,0,0
2.8.5,1191,143,3
2.7.6,1051,5,1
2.7.4,1047,28,36
2.6.2,1055,69,118
2.4.0,1104,30,4
2.3.3,1078,19,4
2.3.0,1063,38,8
2.1.1,1033,,
