version,number of symbols,added symbols,removed symbols
3.14.1,439,1,0
3.14.0,438,9,9
3.12.0,438,9,1
3.9.0,430,0,0
3.8.0,430,45,0
3.4.3,385,0,0
3.4.2,385,,
