version,number of symbols,added symbols,removed symbols
1.26.2,103,1,0
1.26.1,102,3,1
1.26.0,100,4,2
1.25.3,98,0,0
1.24.0,98,4,1
1.22.1,95,0,0
1.22.0,95,2,1
1.20.2,94,2,2
1.20.1,94,,
