version,number of symbols,added symbols,removed symbols
5.3.1,566,2,0
5.0.4,564,174,54
4.5.4,444,5,0
4.5.1,439,2,0
4.4.2,437,79,46
4.0.3,404,207,68
3.7.1,265,,
