version,number of symbols,added symbols,removed symbols
0.16.0,2605,0,0
0.14.0,2605,14,33
0.13.1,2624,16,2
0.12.0,2610,523,65
0.9.0,2152,26,19
0.7.0,2145,233,127
0.4.0,2039,,
