version,number of symbols,added symbols,removed symbols
3.14.0,600,80,6
3.5.2,526,4,1
3.3.2,523,1,0
3.2.5,522,0,72
3.2.2,594,264,192
2.9.2,522,3,0
2.9.1,519,,
