version,number of symbols,added symbols,removed symbols
1.2.3,949,9,34
1.2.1,974,499,498
1.0.8,973,455,192
1.0.1,710,129,84
0.9.29,665,34,8
0.9.28,639,60,74
0.9.22,653,78,35
0.9.18,610,394,367
0.9.13,583,,
