version,number of symbols,added symbols,removed symbols
9.8.2,511,8,1
9.7.0,504,17,0
9.6.2,487,1,0
9.6.0,486,47,4
9.3.0,443,14,0
9.2.0,429,16,0
9.0.1,413,23,7
8.0.0,397,,
