version,number of symbols,added symbols,removed symbols
9.0.1,413,28,9
7.1.0,394,10,5
6.2.0,389,0,0
6.1.2,389,0,0
6.1.0,389,26,0
5.0.0,363,24,6
3.3.0,345,,
