version,number of symbols,added symbols,removed symbols
0.11.2,217,30,0
0.11.1,187,0,1
0.11.0,188,2,0
0.10.2,186,4,0
0.10.0,182,26,6
0.9.5,162,2,0
0.9.3,160,5,1
0.8.2,156,,
