version,number of symbols,added symbols,removed symbols
0.9.8,134,1,0
0.9.6,133,0,1
0.9.5,134,0,0
0.9.0,134,1,0
0.8.2,133,3,0
0.8.1,130,0,0
0.8.0,130,75,66
0.3.1,121,9,4
0.2.8,116,10,0
0.2.4,106,4,0
0.2.2,102,28,0
0.1.8,74,16,6
0.1.5,64,22,4
0.1.3,46,,
