version,number of symbols,added symbols,removed symbols
1.4.0,248,7,0
1.3.6,241,3,3
1.3.3,241,0,0
1.3.2,241,2,2
1.3.1,241,17,6
1.2.9,230,2,0
1.2.8,228,2,2
1.2.6,228,22,0
1.2.4,206,4,0
1.2.2,202,2,2
1.2.0,202,28,4
1.1.3,178,8,0
1.1.0,170,165,23
0.1.2,28,0,0
0.1.1,28,,
