version,number of symbols,added symbols,removed symbols
8.1.0,929,12,5
7.1.1,922,15,1
7.0.0,908,17,57
5.4.1,948,8,3
5.2.0,943,46,10
4.3.0,907,7,0
4.2.1,900,0,0
4.2.0,900,26,286
4.0.0,1160,6,106
3.4.0,1260,14,12
3.3.0,1258,14,2
3.2.0,1246,,
