version,number of symbols,added symbols,removed symbols
1.1.1,137,15,1
1.0.1,123,2,0
0.13.3,121,0,0
0.13.2,121,1,0
0.13.0,120,2,0
0.12.0,118,3,0
0.10.0,115,3,0
0.8.0,112,,
