version,number of symbols,added symbols,removed symbols
0.15.80,741,12,2
0.15.62,731,23,5
0.15.51,713,4,29
0.15.43,738,0,0
0.15.42,738,8,0
0.15.37,730,143,0
0.15.35,587,137,411
0.11.14,861,861,856
0.11.7,856,,
