version,number of symbols,added symbols,removed symbols
0.11.1,486,59,4
0.8.1,431,0,0
0.8.0,431,39,1
0.7.4,393,239,50
0.4.1,204,2,0
0.4.0,202,32,2
0.3.0,172,,
