version,number of symbols,added symbols,removed symbols
0.11.0,796,69,43
0.10.2,770,28,2
0.9.2,744,133,66
0.8.0,677,115,12
0.7.0,574,164,22
0.4.3,432,47,48
0.4.1,433,0,0
0.4.0,433,105,2
0.3.0,330,,
