version,number of symbols,added symbols,removed symbols
0.33.0,279,0,0
0.32.0,279,12,0
0.31.9,267,0,0
0.31.8,267,7,1
0.30.0,261,13,0
0.29.3,248,35,0
0.29.2,213,12,35
0.28.2,236,0,0
0.28.1,236,0,0
0.28.0,236,2,0
0.27.0,234,2,0
0.26.1,232,11,80
0.22.0,301,79,0
0.21.3,222,86,87
0.11.1,223,63,10
0.4.2,170,145,94
0.1.2,119,,
