version,number of symbols,added symbols,removed symbols
1.16.0,399,74,45
1.14.0,370,58,11
1.12.0,323,123,15
1.8.1,215,50,18
1.5.0,183,35,0
1.2.7,148,0,0
1.2.6,148,,
