version,number of symbols,added symbols,removed symbols
0.5.1,123,4,0
0.4.0,119,14,9
0.3.1,114,1,0
0.2.8,113,4,3
0.2.6,112,13,12
0.2.4,111,8,2
0.2.3,105,0,9
0.2.2,114,4,0
0.2.1,110,3,3
0.2.0,110,,
