version,number of symbols,added symbols,removed symbols
0.5.1,123,0,0
0.5.0,123,4,0
0.4.0,119,14,9
0.3.3,114,1,0
0.2.8,113,0,0
0.2.7,113,22,14
0.2.3,105,7,12
0.2.0,110,,
